	city	hotel_name	email	phone	postal_code	price	star_count	street	type	web	lat	lon	neighbourhood
113	Barcelona	Torre Catalunya Gran Hotel	tcreservas@expogrupo.com	+34(93)6006982	08014	129.0	4	Avenida de Roma 2-4	[u'Hotel']	https://www.expohotels.com/en/hoteles/gran-hotel-torre-catalunya/?utm_source=trivago&utm_medium=metasearch&utm_campaign=2016HTC_NOTICIASPRO&utm_content=sitioweb	41.379669	2.142675	Hostafrancs
114	Barcelona	Boqueria	reservas@hostalboqueria.com	+34(93)3027260	08002	110.0	0	La Rambla 100 1o	[u'Hostal']	http://www.hostalboqueria.com	41.382591	2.172281	el Barri Gotic
115	Barcelona	Casa Mathilda	reservas@casamathilda.com	+34(93)5321600	08037	166.0	3	Roger de Lluria, 125-127	[u'Bed & Breakfast']	http://casamathilda.com/en/	41.396957	2.163635	la Dreta de l'Eixample
116	Barcelona	Leonardo Hotel Barcelona Las Ramblas	info.ramblas@leonardo-hotels.com	+34(93)3188970	08001	189.0	3	Junta de Comerc, 8	[u'Hotel']	https://www.leonardo-hotels.com/spain-hotels/barcelona-hotels/leonardo-hotel-barcelona-las-ramblas	41.380199	2.1711	el Raval
117	Barcelona	AC Hotel Sants by Marriot	acsants@ac-hotels.com	+34(93)4324512	08014	146.0	4	Passeig de Sant Antoni, 36-40	[u'Hotel']	http://www.ac-hotels.com/1120-AC_SANTS.html	41.377701	2.139065	Sants
118	Barcelona	H10 Cubik		+34(93)3202200	E-08003	211.0	4	Via Laietana, 69	[u'Hotel']	http://www.h10hotels.com	41.388023	2.173156	el Barri Gotic
119	Barcelona	Amistat Beach Hostel	Info@amistatbeachhostel.com	+34(93)2213281	08005	123.0	0	Amistat, 21-23	[u'Albergue']	http://www.amistatbeachhostel.com	41.400352	2.205856	el Poblenou
120	Barcelona	H10 Port Vell	reservas.hpv@h10hotels.com	+34(902)100906	08003	169.0	4	Pas de Sota Muralla, 9	[u'Hotel']	http://www.h10hotels.com/en/hotel/barcelona-hotels/h10-port-vell.html	41.381561	2.183846	la Barceloneta
121	Barcelona	Citadines Ramblas Barcelona	barcelona@citadines.com	+34(93)2701111	08002	152.0	3	Ramblas 122	[u'Apartotel']	http://www.citadines.com/en/spain/barcelona/ramblas.html	41.383904	2.171469	el Barri Gotic
122	Barcelona	Hotel Rialto	rialto@gargallohotels.es	+34(93)3185212	08002	108.0	3	C/Ferran, 40-42	[u'Hotel']	http://www.hotel-rialto.com/	41.382	2.1765	el Barri Gotic
123	Barcelona	Ilunion Auditori	RESERVASAUDITORI@ILUNIONHOTELS.COM	+34(93)2437600	166-170	114.0	3	Sicilia 166 - 170	[u'Hotel']	http://WWW.EN.ILUNIONAUDITORI.COM	41.395832	2.18125	el Fort Pienc
124	Barcelona	H10 Montcada	reservas.hm@h10hotels.com	+34(93)2688570	08003	199.0	4	Via Laietana 24	[u'Hotel']	http://www.hotelmontcada.com	41.384399	2.1785	Sant Pere, Santa Caterina i la Ribera
125	Barcelona	Catalonia Atenas	atenas.reservas@hoteles-catalonia.es	+34(93)2322011	08026	109.0	4	Avda. Meridiana, 151	[u'Hotel']	http://www.hoteles-catalonia.com/es/nuestros_hoteles/europa/espanya/catalunya/barcelona/hotel_catalonia_atenas/index.jsp	41.4105	2.1861	el Camp de l'Arpa del Clot
126	Barcelona	Holiday Inn Express Barcelona City	express.barcelonacity@continentalshotels.eu	+34(93)4338400	08005	89.0	3	C/ Pallars No-203	[u'Hotel']	http://www.ichotelsgroup.com/redirect?path=hd&hotelCode=bcnba&_PMID=99617335	41.401299	2.197822	el Poblenou
127	Barcelona	Sunotel Club Central	reservas@sunotelclubcentral.com	+34(93)4520533	08011	72.0	4	Valencia, 157	[u'Hotel']	http://www.sunotel.es/	41.387932	2.156806	l'Antiga Esquerra de l'Eixample
128	Barcelona	Via Augusta	reservas@hotelviaaugusta.com	+34(93)2179250 	08006	80.0	2	Via Augusta, 63	[u'Hotel']	http://www.hotelviaaugusta.com	41.400059	2.151419	Sant Gervasi - Galvany
129	Barcelona	El Ninot	hostal.elninot@gmail.com	+34(93)4107150	08036	54.0	0	Muntaner 175, principal 1a	[u'Hostal']	http://www.hostalelninot.com	41.391945	2.152217	l'Antiga Esquerra de l'Eixample
130	Barcelona	Upper Diagonal			08034	99.0	0	Manuel Girona, 27	[u'Hotel']		41.390884	2.12271	Sarria
131	Barcelona	Eric Vokel Bcn Suites	ericvokel@ericvokel.com	+34(93)4334631 	08025	134.0	4	Grassot, 4	[u'Apartotel']	http://www.ericvokel.com	41.402447	2.169024	el Camp d'en Grassot i Gracia Nova
132	Barcelona	Travelodge Poblenou	barcelona.poblenou@travelodge.co.uk	+34(93)6241802	08005	68.0	1	Llull, 170 	[u'Hotel']	http://www.travelodge.es/poblenou-hoteles-en-barcelona	41.399963	2.201012	el Poblenou
133	Barcelona	Chic&Basic Ramblas	ramblas@chicandbasic.com	+349(33)027111	8001	109.0	3	Pasaje Gutenberg 7	[u'Hotel']	http://www.chicandbasicramblashotel.com	41.376869	2.174732	el Raval
134	Barcelona	Hcc Taber	taber@hcchotels.es	+34(93)4817350	08007	120.0	3	Aragon 256	[u'Hotel']	http://www.hcchotels.com/hotel/4/hcc-taber	41.390499	2.1631	la Dreta de l'Eixample
135	Barcelona	Grupotel Gran Via 678	granvia678@grupotel.com	+34(93)1924560	08010	139.0	4	Gran Via de les Corts Catalanes, 678	[u'Hotel']	http://www.grupotel.com/hoteles.php?idh=45&le=es&id_orgien=&id_ref=grupotel.com&id_noticia=&idh=45	41.392452	2.172801	la Dreta de l'Eixample
136	Barcelona	Hotel Moderno	info@hotelmodernobcn.cat	+34(93)3014224	08001	81.0	3	Hospital, 11	[u'Hotel']	http://www.hotelmodernobarcelona.com/	41.381039	2.172694	el Raval
137	Barcelona	Gaudi's Nest Apartments	info@gaudisnest.com	+34(609)855894	8013	175.0	0	Carrer Lepant 273	[u'Casa / Apartamento']	http://www.gaudisnest.com	41.404709	2.176145	la Sagrada Familia
138	Barcelona	Vasanta	info@vasanta.es	+34(93)567173	08010	135.0	3	Casp 31	[u'Hotel']	http://vasanta.es/	41.390644	2.172391	la Dreta de l'Eixample
139	Barcelona	Crowne Plaza Barcelona	reservations@cpbarcelonafiracenter.com	+34(93)4262223	08004	166.0	4	Avenida de Rius i Taulet 1-3	[u'Hotel']	http://www.cpbarcelonafiracenter.com	41.372818	2.154946	el Poble Sec
140	Barcelona	Hotel Suizo	suizo@gargallo-hotels.com	+34(93)3106108	08002	142.0	3	Plaza Del Angel, 12	[u'Hotel']	http://www.hotelsuizo.com	41.383801	2.1783	el Barri Gotic
141	Barcelona	Mare Nostrum	hostal@hostalmarenostrum.com	+34(93)3185340	08001	94.0	0	Sant Pau, 2	[u'Hostal']	http://r.myhotelshop.de/redirect.php?placement=101&targetUrl=http%3A%2F%2Fwww.hostalmarenostrum.com%2Fesp%2Fhostal-barcelona-centro%2F&reportingId=119955919358105c7628b3c6.49097762&kid=8071	41.375237	2.167661	el Raval
142	Barcelona	Ginebra	info@barcelonahotelginebra.com	+34(93)3171063	08007	140.0	1	Rambla de Catalunya 1	[u'Hotel']	http://www.hotelginebra.net/index.php?lang=en	41.387287	2.168418	la Dreta de l'Eixample
143	Barcelona	Happy People Sagrada Familia Gaud?			8013	151.0	0	Calle Cerdena 306	[u'Hotel']		41.402378	2.174859	la Sagrada Familia
144	Barcelona	Four Points by Sheraton Barcelona Diagonal	reservation@fourpointsbarcelona.com	+34(93)4868800	08018	103.0	3	Av. Diagonal, 161-163	[u'Hotel']	http://www.fourpointsbarcelonadiagonal.com	41.405399	2.1962	el Poblenou
145	Barcelona	Eric Vokel Gran Via Suites	ericvokel@ericvokel.com	+34(93)4334631	08015	125.0	4	Gran Via de les Corts Catalanes 454	[u'Apartotel']	http://www.ericvokel.com	41.37886	2.154694	Sant Antoni
146	Barcelona	Charming Sagrada Familia	info@diagonalapartments.com	+34(616)966011	08013	132.0	0	Marina, 212	[u'Apartotel']	http://www.diagonalapartments.com	41.400997	2.17923	el Fort Pienc
147	Barcelona	Catalonia Rigoletto	rigoletto@hoteles-catalonia.es	+34(93)3391999	08028	115.0	4	Sabino de Arana, 22-24	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_rigoletto/index.jsp	41.385334	2.125415	la Maternitat i Sant Ramon
148	Barcelona	Hilton Hotel Barcelona	events.barcelona@hilton.com	+34(93)4957777	08014	136.0	4	Avenida Diagonal, 589-591	[u'Hotel']	http://www.barcelona.hilton.com	41.388802	2.1314	les Corts
149	Barcelona	Barcelona 226 Center Exclusive	info@barcelona226.com	+34(93)2750435	08006	500.0	0	Carrer D'Aribau 226	[u'Hotel']	http://www.barcelona226.com	41.395252	2.150684	Sant Gervasi - Galvany
150	Barcelona	Gallery Hotel	comercial@galleryhoteles.com	+34(93)4159911	08008 	160.0	4	C/ Rossello 249	[u'Hotel']	http://www.galleryhotel.com/en	41.394924	2.15931	la Dreta de l'Eixample
151	Barcelona	Catalonia Portal de l'Angel	portaldelangel@hoteles-catalonia.es	+34(93)3184141	08002	180.0	3	Avda. Portal de l'Angel, 17	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_portal_del_angel/index.jsp	41.385605	2.172929	el Barri Gotic
152	Barcelona	Hotel Vincci Maritimo	maritimo@vinccihoteles.com	+34(93)3562600	08019	94.0	4	Calle Llull 340	[u'Hotel']	http://www.vinccihoteles.com/eng/Hotels/Spain/Barcelona/Vincci-Maritimo	41.408325	2.211943	Diagonal Mar i el Front Maritim del Poblenou
153	Barcelona	Grand Hotel Central	recepcion@grandhotelcentral.com	+34(93)2957900	08003	226.0	5	Via Laietana, 30 	[u'Hotel']	http://www.grandhotelcentral.com	41.384941	2.177691	Sant Pere, Santa Caterina i la Ribera
154	Barcelona	EuroHotel Diagonal Port	info@eurohotelbarcelona.com	+34(93)2302000	08005	159.0	4	Lope De Vega 4	[u'Hotel']	http://www.eurohotelbarcelona.com	41.4007	2.2089	Diagonal Mar i el Front Maritim del Poblenou
155	Barcelona	Hotel Barcelona Catedral	hotel@barcelonacatedral.com	+34(93)3042255	08002	139.0	4	Capellans, 4	[u'Hotel']	http://www.barcelonacatedral.com	41.384785	2.17506	el Barri Gotic
156	Barcelona	Exe Laietana Palace	reservas@exelaietanapalace.com	+34(93)2687940 	08003	126.0	4	Via Laietana, 17	[u'Hotel']	http://www.exelaietanapalace.com	41.383301	2.1793	el Barri Gotic
157	Barcelona	Hotel Sant Antoni	santantoni@smhoteles.com	+34(93)2444415	08013	111.0	3	Consell de Cent 476	[u'Hotel']	http://www.hotelbcnsantantoni.com	41.399651	2.177342	el Fort Pienc
158	Barcelona	Onix Fira	hof@onixfira.com	+34(93)4260087 	08015	107.0	3	Carrer de Llanca, 30	[u'Hotel']	http://www.onixfirahotel.com/	41.376957	2.149763	la Nova Esquerra de l'Eixample
159	Barcelona	Murmuri Barcelona	info@murmuri.com	+34(93)5500600	08008	143.0	4	Rambla de Catalunya 104	[u'Hotel']	http://www.murmuri.com/?utm_source=trivago&utm_medium=perfil_pro&utm_campaign=direct_link	41.394165	2.159779	la Dreta de l'Eixample
160	Barcelona	BestPrice Diagonal	info@hotelbestpricediagonal.com	+34(93)5991271	08019	74.0	1	Avenida Diagonal, 70, Sant Marti	[u'Hotel']	http://hotelbestpricediagonal.com/en/hotel	41.409573	2.209639	Diagonal Mar i el Front Maritim del Poblenou
161	Barcelona	Lugaris Rambla	info@lugaris.com	+34(93)2219159	08005	140.0	4	Fenando Poo, 22	[u'Casa / Apartamento']	http://www.lugaris.com/public_html/index.php/en.html	41.397926	2.204819	el Poblenou
162	Barcelona	Occidental Atenea Mar 	ateneamar@barcelo.com	+34(93)5316040	08019	100.0	4	Paseo Garcia Faria 37 - 47	[u'Hotel']	http://www.barceloateneamar.com	41.402557	2.212145	Diagonal Mar i el Front Maritim del Poblenou
163	Barcelona	NH Barcelona Eixample	nhbarcelonaeixample@nh-hotels.com	+34(93)3236215	08011	107.0	3	Valencia, 105-107	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-barcelona-eixample	41.385876	2.154093	l'Antiga Esquerra de l'Eixample
164	Barcelona	Acta Mimic	jeferecepcion.mimic@actaholes.com	+34(93)3299450	08001	88.0	2	Arc del Teatre, 58	[u'Hotel']	http://www.hotel-mimic.com/	41.375427	2.17296	el Raval
165	Barcelona	Hilton Diagonal Mar Barcelona	bcndm.barcelona@hilton.com	+34(93)5070707	08019	160.0	4	Passeig del Taulat 262-264	[u'Hotel']	http://www.diagonalmarbarcelona.hilton.com.com	41.408432	2.217821	Diagonal Mar i el Front Maritim del Poblenou
166	Barcelona	Silken Ramblas	reservas.ramblas@hoteles-silken.com	+34(93)3426180	08001	140.0	4	Pintor Fortuny 13	[u'Hotel']	http://www.hoteles-silken.com/en/hotels/ramblas-barcelona/	41.383099	2.1701	el Raval
167	Barcelona	Zenit Borrell	borrell@zenithoteles.com	+34(934)525566	08021	84.0	4	Comte Borrell, 208	[u'Hotel']	http://borrell.zenithoteles.com/index.php/en	41.385944	2.15144	la Nova Esquerra de l'Eixample
168	Barcelona	Val Apartments	val@barcelona-apartment.com	+34(93)4876262	08007	208.0	4	Valencia, 284	[u'Apartotel']	http://www.barcelona-apartment.com	41.39365	2.164723	la Dreta de l'Eixample
169	Barcelona	Amra Barcelona Caspe	booking@amrahostel.com	+34(93)4124797	08010	101.0	0	Caspe, 28	[u'Hostal']	http://www.amrahostel.com/	41.389755	2.171437	la Dreta de l'Eixample
170	Barcelona	SB Diagonal Zero Barcelona	reservaszero@sbhotels.es	+34(93)5078000	08019	90.0	4	Placa de Llevant s/n	[u'Hotel']	http://www.hoteldiagonalzero.com	41.412067	2.2197	el Besos i el Maresme
171	Barcelona	Oriente Atiram 	hoteloriente@atiramhotels.com	+34(93)3022558	08002	134.0	3	Ramblas 45-47	[u'Hotel']	http://www.orienteatiramhotels.com	41.3797	2.1743	el Raval
172	Barcelona	Mercer House Boria Bcn	boriabcn@boriabcn.com	+34(93)2955893	08003	197.0	4	C/ Boria 24-25	[u'Hotel']	http://www.boriabcn.com	41.384701	2.1789	Sant Pere, Santa Caterina i la Ribera
173	Barcelona	Acta Atrium Palace	recepcion.atrium@actahotels.com	+34(93)3428000	08010	136.0	4	Gran Via de les Corts Catalanes, 656	[u'Hotel']	http://www.hotel-atriumpalace.com	41.3909	2.1708	la Dreta de l'Eixample
174	Barcelona	Majestic Hotel & Spa Barcelona	info@hotelmajestic.es	+34(93)4881717	08007	269.0	5	Paseo De Gracia 68	[u'Hotel']	http://www.hotelmajestic.es/en/?utm_source=trivago&utm_medium=perfil_pro&utm_campaign=direct_link	41.393517	2.163981	la Dreta de l'Eixample
175	Barcelona	Avenida Palace	avpalace@husa.es	+34(93)3019600	08007	146.0	4	Gran Via dels Corts Catalanes 605-607	[u'Hotel']	http://www.avenidapalace.com/en	41.389099	2.1673	la Dreta de l'Eixample
176	Barcelona	Hesperia Ramblas	hotel@hesperia-ramblas.com	+34(93)1516100	08001	119.0	3	Hospital 26	[u'Hotel']	http://www.nh-hotels.com/hotel/hesperia-ramblas	41.381027	2.1723	el Raval
177	Barcelona	Eurostars Monumental	info@eurostarsgaudi.com	+34(93)2320288 	08013	127.0	4	Consell de Cent, 498-500	[u'Hotel']	http://www.eurostarshotels.com/eurostars-monumental.html	41.400646	2.178593	el Fort Pienc
178	Barcelona	Hotel Lleo	info@hotel-lleo.com	+34(93)3181312	08001	117.0	3	Carrer de Pelai, 22-24	[u'Hotel']	http://www.hotel-lleo.es	41.385601	2.1664	el Raval
179	Barcelona	TRYP Barcelona Condal Mar	tryp.condal.mar@melia.com	+34(93)3077727	8019	99.0	4	C/ Cristobal De Moura, 138	[u'Hotel']	http://www.tryphotels.com/en/tryp-condal-mar-hotel-barcelona-spain.html	41.412601	2.2092	Provencals del Poblenou
180	Barcelona	Catalonia Roma	roma@hoteles-catalonia.es	+34(93)4106633	08029	110.0	3	Avda. de Roma 31	[u'Hotel']	http://www.hoteles-catalonia.com/es/nuestros_hoteles/europa/espanya/catalunya/barcelona/hotel_catalonia_roma/index.jsp	41.381401	2.1448	la Nova Esquerra de l'Eixample
181	Barcelona	Constanza	info@hotelconstanza.com	+34(93)2701910	08010	110.0	2	Calle Bruc 33	[u'Hotel']	http://www.hotelconstanza.com/?utm_source=Trivago&utm_medium=BusinessListing&utm_content=TrivagoBusinessListing&utm_campaign=HotelDirectories	41.390858	2.173934	la Dreta de l'Eixample
182	Barcelona	HLG City Park Pelayo	R.PELAYO@HLGHOTELS.COM	+34(93)3427020	08001	109.0	2	Carrer Pelai, 1	[u'Hotel']	http://WWW.HOTELCITYPARKPELAYO.COM	41.386002	2.1654	la Dreta de l'Eixample
183	Barcelona	Praktik Rambla	reservas@hotelpraktikrambla.com	+34(93)3436690	08007	109.0	3	Rambla de Catalunya  27	[u'Hotel']	http://www.hotelpraktikrambla.com/	41.389034	2.165868	la Dreta de l'Eixample
184	Barcelona	Yurbban Trafalgar	trafalgar@yurbban.com	+34(93)2680727	08010	188.0	3	Trafalgar, 30	[u'Hotel']	http://www.yurbban.com	41.389061	2.176039	Sant Pere, Santa Caterina i la Ribera
185	Barcelona	Aparthotel Atenea Barcelona	atenea@cityhotels.es	+34(934)906640	08028	95.0	4	Joan Guell 207-211	[u'Apartotel']	http://www.aparthotelatenea.com	41.386169	2.12882	les Corts
186	Barcelona	Hotel Balmes	balmes@derbyhotels.com	+34(93)4511914	08008	143.0	4	Mallorca, 216	[u'Hotel']	http://www.hotelbalmes.com	41.391609	2.159334	l'Antiga Esquerra de l'Eixample
187	Barcelona	Violeta Boutique	info@violetaboutique.com	+34(933)028158	08010	114.0	2	Caspe, 38	[u'Hotel']	http://violetaboutique.com	41.390228	2.172039	la Dreta de l'Eixample
188	Barcelona	Brustar Sagrada Familia		932457844	08025	108.0	0	Roger de Flor 215. 1 -1, Eixample, Barcelona	[u'Hotel']		41.401356	2.169104	la Dreta de l'Eixample
189	Barcelona	Vincci Gala	gala@vinccihoteles.com	+34(91)4902650	08010 	178.0	4	Ronda Sant Pere, 32	[u'Hotel']	http://www.vinccihoteles.com/Hoteles/Espana/Barcelona/Vincci-Gala	41.389526	2.174714	la Dreta de l'Eixample
190	Barcelona	Catalonia Ramblas	ramblas@hoteles-catalonia.es	+34(93)3168400	08001	170.0	4	C/ Pelai, 28	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_ramblas/index.jsp	41.385601	2.1668	el Raval
191	Barcelona	Front Maritim Barcelona	frontmaritim@besthotels.es	+34(93)3034440	08019	115.0	4	Passeig Garcia Faria 69-71	[u'Hotel']	http://www.hotelfrontmaritim.com	41.404099	2.2139	Diagonal Mar i el Front Maritim del Poblenou
192	Barcelona	Ciutat Barcelona	info@ciutathotels.com	+34(93)2697475	08003	90.0	3	C. Princesa 33-35	[u'Hotel']	http://www.ciutatbarcelona.com	41.3857	2.181	Sant Pere, Santa Caterina i la Ribera
193	Barcelona	TRYP Barcelona Apolo	tryp.apolo@melia.com	+34(93)3433000	8004	108.0	4	Av. Paralelo, 57-59	[u'Hotel']	http://www.melia.com/hotels/spain/barcelona/tryp-barcelona-apolo-hotel/index.html	41.374699	2.1705	el Poble Sec
194	Barcelona	Medinaceli	medinaceli@gargallohotels.es	+34(93)4817725	08002	135.0	4	Duc de Medinaceli, 8 	[u'Hotel']	http://www.gargallohotels.es	41.378201	2.1786	el Barri Gotic
195	Barcelona	Hotel Casa Fuster	hccm@hotelescenter.com	+34(93)2553000	08008	228.0	5	Passeig de Gracia 132 	[u'Hotel']	http://www.hotelescenter.es/casafuster/default-es.html	41.39798	2.158064	la Vila de Gracia
196	Barcelona	The Mirror Barcelona	info@themirrorbarcelona.com	+34(93)2028686	08036	173.0	4	Corsega, 255	[u'Hotel']	http://www.themirrorbarcelona.com	41.393063	2.15449	l'Antiga Esquerra de l'Eixample
197	Barcelona	Barcelona Century	info@barcelonacentury.com	+34(93)4534400	08011	120.0	3	Valencia 154	[u'Hotel']	http://www.hotelcenturypark.com/	41.386101	2.1548	l'Antiga Esquerra de l'Eixample
198	Barcelona	Olivia Plaza	reservas.plaza@oliviahotels.es	+34(93)3168700	08002	178.0	4	Plaza Cataluna, 19	[u'Hotel']	http://www.oliviaplazahotel.es	41.386341	2.171104	el Barri Gotic
199	Barcelona	Hotel Fornos	info@hotelfornos.net	+34(93)3182024	08002	110.0	2	C/ La Rambla, 44 - Colom, 2	[u'Hotel']	http://www.hotelfornos.net	41.379707	2.174866	el Barri Gotic
200	Barcelona	Catalonia Barcelona 505	barcelona505@hoteles-catalonia.es	+34(93)2128012	08022	99.0	4	Muntaner, 505	[u'Hotel']	http://www.hoteles-catalonia.com/es/nuestros_hoteles/europa/espanya/catalunya/barcelona/hotel_catalonia_suite/index.jsp	41.403198	2.1373	Sant Gervasi - la Bonanova
201	Barcelona	Acevi Villarroel	villarroel@acevihotels.com	+34(93)4520000	08011	115.0	4	Villarroel, 106	[u'Hotel']	http://www.acevihotels.com/html/es/villarroel/villarroel.html	41.385365	2.156711	l'Antiga Esquerra de l'Eixample
202	Barcelona	Sunotel Central	sunotel@sunotel.es	+34(93)4527374	08011	90.0	4	Gran Via de las Corts Catalanes, 570	[u'Hotel']	http://www.sunotel.net/hotel/barcelona/hotelcentral.htm	41.384212	2.161828	Sant Antoni
203	Barcelona	AC Hotel Barcelona Forum	acbarcelona@ac-hotels.com	+34(93)4898200	08019	109.0	4	Paseo Taulat  278	[u'Hotel']	http://www.ac-hotels.com/171-AC_BARCELONA_FORUM.html	41.410294	2.218468	Diagonal Mar i el Front Maritim del Poblenou
204	Barcelona	Sant Jordi Santa Anna	apartaments@stjordi.com	+34(93)2082111	08002	119.0	0	Santa Anna, 2	[u'Casa / Apartamento']	http://www.atriumhotels.com/en/apartaments-sant-jordi-santa-anna/descripcion/	41.384762	2.171025	el Barri Gotic
205	Barcelona	AC Hotel Victoria Suites	acvictoriasuites@ac-hotels.com	+34(93)2069900	08034	164.0	4	Beltran i Rozpide, 7-9	[u'Hotel']	http://www.ac-hotels.com/172-AC_VICTORIA_SUITES.html	41.38916	2.121411	Pedralbes
206	Barcelona	Bcn Sagrada Familia Apartments		+34(672)347900	08025	109.0	0	carrer rosello 478 Eixample	[u'Casa / Apartamento']		41.408394	2.177664	la Sagrada Familia
207	Barcelona	Atenea Calabria Apartaments	calabria@cityhotels.es	+34(93)4264228	08015	110.0	3	Calabria, 129-131	[u'Apartotel']	http://www.aparthotelateneacalabria.com	41.380833	2.153471	la Nova Esquerra de l'Eixample
208	Barcelona	H10 Itaca	h10.itaca@h10hotels.com	+34(93)2265594	08015	149.0	4	Avinguda de Roma 22	[u'Hotel']	http://www.h10hotels.com	41.3811	2.1455	la Nova Esquerra de l'Eixample
209	Barcelona	International Cool Local Hotel	info@hotelinternacionalramblas.com	+34(93)3022566	08002	107.0	3	Ramblas, 78-80	[u'Hotel']	http://www.atiramhotels.com	41.3811	2.1736	el Barri Gotic
210	Barcelona	Hotel Caledonian	caledonian@hotel-caledonian.com	+34(93)4530200	08011	97.0	3	Gran Via de les Corts Catalanes, 574	[u'Hotel']	http://www.hotel-caledonian.com	41.384102	2.1618	Sant Antoni
211	Barcelona	Melia Barcelona Sky	melia.sky@melia.com	+34(93)3672050	08005	112.0	4	Pere IV 272-286	[u'Hotel']	http://www.melia.com	41.40641	2.2013	el Poblenou
212	Barcelona	Acacia Premium Suite	info@aparthotelacacia.com	+34(93)4540737	08036	116.0	4	Comte D'Urgell 194	[u'Hotel']	http://www.acaciasuite.com/	41.388	2.1512	l'Antiga Esquerra de l'Eixample
213	Barcelona	Bbarcelona Sagrada Familia Garden Apartment			8013	194.0	0	Mallorca 434	[u'Apartotel']		41.404167	2.176499	la Sagrada Familia
214	Barcelona	Meson Castilla	info@mesoncastilla.com	+34(93)3182182	08001	100.0	2	Valldoncella, 5	[u'Hotel']	http://www.mesoncastilla.com	41.384731	2.166527	el Raval
215	Barcelona	California Hotel	info@hotelcaliforniabcn.com	+34(93)3177766	08002	100.0	2	Calle de Rauric, 14	[u'Hotel']	http://www.hotelcaliforniabcn.com	41.380959	2.17532	el Barri Gotic
216	Barcelona	Hotel Evenia Rossello	info@cotursahotels.com	+34(93)2386355	08036	127.0	4	C/ Rossello, 191	[u'Hotel']	http://rossello-barcelona.eveniahotels.com/en/	41.391998	2.1553	l'Antiga Esquerra de l'Eixample
217	Barcelona	Gran de Gracia Apartments	gracia@barcelona-apartment.com	+34(93)4510402	08012	193.0	0	Gran de Gracia, 205	[u'Casa / Apartamento']	http://www.barcelona-apartment.com	41.404175	2.151566	la Vila de Gracia
218	Barcelona	Alexandra Barcelona a DoubleTree by Hilton	reservas@hotel-alexandra.com	+34(934)677166	08008	130.0	4	Mallorca, 251	[u'Hotel']	http://www.hotel-alexandra.com/barcelonahotel/esp/index_esp.php	41.393192	2.16152	la Dreta de l'Eixample
219	Barcelona	Hispanos Siete Suiza	reservas@hispanos7suiza.com	+34(932)082051	08025	199.0	0	Calle Sicilia 255	[u'Apartotel']	http://www.hispanos7suiza.com/index.html	41.403103	2.171211	la Sagrada Familia
220	Barcelona	Fernando	reservas@hfernando.com	+34(93)3017993	08002	73.0	0	Ferran 31	[u'Hostal']	http://www.hfernando.com	41.381447	2.175456	el Barri Gotic
221	Barcelona	Hotel Granvia	hgranvia@nnhotels.com	+34(93)3181900	08007	180.0	3	Gran Via de les Corts Catalanes, 642	[u'Hotel']	http://www.hotelgranvia.com/	41.395802	2.1773	el Fort Pienc
222	Barcelona	Acta City47	city47@actahotels.com	+34(93)3637474	08029	87.0	4	Nicaragua 47	[u'Hotel']	http://www.hotel-city47.com	41.383389	2.141064	Sants
223	Barcelona	Hotel Catalonia Albeniz	albeniz@hoteles-catalonia.es	+34(93)2652626	08026	100.0	3	Aragon, 591-593	[u'Hotel']	http://www.hoteles-catalonia.com/es/nuestros_hoteles/europa/espanya/catalunya/barcelona/hotel_catalonia_albeniz/index.jsp	41.408298	2.1862	el Camp de l'Arpa del Clot
224	Barcelona	Catalonia Barcelona Plaza	plaza.reservas@hoteles-catalonia.es	+34(93)4262600	08014	180.0	4	Plaza de Espana, 6-8	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_barcelona_plaza/index.jsp	41.37542	2.148263	Hostafrancs
225	Barcelona	W Barcelona	WBarcelona.Reservations@whotels.com	+34(93)2952800	08039	331.0	5	Placa de la Rosa dels Vents 1	[u'Hotel']	http://www.w-barcelona.com/	41.368481	2.190059	la Barceloneta
226	Barcelona	08028 Apartments	info@08028apartments.com	+34(93)4110451	08028	98.0	3	Can Bruixa, 6-8	[u'Apartotel']	http://www.08028apartments.com	41.384113	2.131648	les Corts
227	Barcelona	Bcn Montjuic	info@bcnmontjuic.com	+34(93)5035650	08004	84.0	3	 Sant Fructuos 64-74	[u'Apartotel']	http://www.hotelbcnmontjuic.com	41.370201	2.1441	la Font de la Guatlla
228	Barcelona	Molino Fresh		+34(932)930416	8004	208.0	0	Piquer, 55	[u'Apartotel']		41.373554	2.167794	el Poble Sec
229	Barcelona	Hcc Regente	regente@hcchotels.es	+34(93)4875989	08008	218.0	4	Rambla de Catalunya 76	[u'Hotel']	http://www.hcchotels.com/hotel/2/hcc-regente	41.3922	2.1622	la Dreta de l'Eixample
230	Barcelona	Abapart Independencia	info@apindependencia.es	+34(93)1830325	08026 	89.0	0	Independencia, 287-297	[u'Apartotel']	http://www.apindependencia.es	41.40799	2.182953	el Camp de l'Arpa del Clot
