	hotel_name	city	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric
275	Sant Jordi Comtal	1	189	0	0	0	41.386913	2.173997	353	0	75	77	77	0	73	91	80	74	80	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	Sant Pere	True	False	False
276	Praktik Rambla	1	89	0	0	0	41.389034	2.165868	1615	70	89	84	82	71	85	95	83	89	83	1	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	70.0	0.0	88.0	88.0	88.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
277	Murmuri Barcelona	1	143	0	0	0	41.394165	2.159779	1263	0	92	90	84	79	89	94	86	90	83	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	92.0	83.0	92.0	0.0	93.0	0.0	0.0	83.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	False	True	True
278	H10 Urquinaona Plaza	1	180	0	0	0	41.389214	2.172601	756	81	91	85	87	81	83	93	84	91	84	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	88.0	92.0	0.0	82.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
279	Hotel Evenia Rosselló	1	115	0	0	0	41.391998	2.1553	1749	78	87	80	79	75	83	85	79	84	78	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	80.0	0.0	82.0	82.0	84.0	0.0	0.0	0.0	0.0	97.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True
280	Hotel El Palace	1	281	0	0	0	41.391418	2.17143	1815	75	95	93	90	80	89	94	89	91	85	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	79.0	0.0	92.0	93.0	90.0	0.0	100.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
281	Ingles	1	63	0	0	1	41.381458	2.17397	211	72	81	73	71	61	73	93	73	81	79	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	71.0	0.0	80.0	85.0	70.0	0.0	0.0	0.0	0.0	69.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Gòtic	False	True	True
282	Ilunion Auditori	1	114	0	0	0	41.395832	2.18125	2949	71	82	78	76	70	81	81	77	81	77	1	0	0	0	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	80.0	80.0	76.0	0.0	0.0	0.0	0.0	83.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Fort Pienc	False	True	True
283	La Republica Apartments	1	110	0	0	0	41.397835	2.195957	603	0	81	77	78	0	80	78	78	80	77	0	0	0	0	0	0	1	1	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	78.0	80.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	la Vila Olímpica	False	True	False
284	Actual	1	89	0	0	0	41.395988	2.161065	759	75	88	84	81	79	86	93	81	86	81	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	83.0	0.0	90.0	97.0	90.0	0.0	0.0	0.0	0.0	88.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	False	True	True
285	Barceló Sants	1	130	1	0	0	41.379154	2.139748	6448	79	90	89	84	82	88	87	85	84	80	0	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	74.0	0.0	88.0	87.0	88.0	0.0	0.0	0.0	0.0	84.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sants	False	False	False
286	Hotel Fornos	1	70	0	0	0	41.379707	2.174866	678	0	77	68	69	69	0	90	67	72	72	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Gòtic	False	True	True
287	El Ninot	1	54	0	0	0	41.391945	2.152217	636	0	86	80	79	0	0	82	74	89	82	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	l'Antiga Esquerra de l'Eixample	False	True	True
288	SB Diagonal Zero Barcelona	1	90	1	0	0	41.412067	2.2197	2194	77	85	83	82	76	81	77	82	81	76	0	0	0	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	87.0	0.0	80.0	80.0	80.0	0.0	82.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Besòs i el Maresme	False	False	False
289	Catalonia Ramblas	1	150	0	0	0	41.385601	2.1668	4114	79	87	86	83	79	82	93	84	82	78	1	0	0	0	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	82.0	0.0	84.0	87.0	86.0	0.0	0.0	0.0	0.0	81.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
290	Chic&Basic Ramblas	1	109	0	0	0	41.376869	2.174732	1762	75	84	80	78	74	81	91	79	87	81	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	61.0	0.0	84.0	83.0	84.0	0.0	0.0	0.0	0.0	75.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True
291	Catalonia Rigoletto	1	105	0	0	0	41.385334	2.125415	1195	84	89	86	82	78	81	82	84	86	81	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	84.0	88.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Maternitat i Sant Ramon	False	False	False
292	Lugaris Rambla	1	140	0	0	0	41.397926	2.204819	254	0	90	90	86	0	87	89	0	89	84	1	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	0.0	90.0	0.0	0.0	0.0	0.0	93.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	el Poblenou	False	False	False
293	Ginebra	1	140	0	0	0	41.387287	2.168418	925	0	88	82	79	0	78	95	80	90	82	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	100.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
294	Happy People Sagrada Familia Gaud?	1	151	0	0	0	41.402378	2.174859	94	0	87	84	82	0	0	89	0	83	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Sagrada Família	False	True	True
295	Charming Sagrada Familia	1	132	0	0	0	41.400997	2.17923	961	0	77	76	75	0	0	88	0	84	80	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	el Fort Pienc	False	True	True
296	Hilton Hotel Barcelona	1	136	0	0	0	41.388802	2.1314	1340	71	87	85	79	77	85	81	82	84	75	0	1	0	0	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	84.0	82.0	86.0	84.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Carrer del Doctor Ibáñez	False	False	False
297	Benidorm	1	39	0	0	0	41.379002	2.1749	93	0	82	74	74	78	0	93	75	79	81	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	Barri Gòtic	False	True	True
298	Hotel Rialto	1	104	0	0	0	41.382	2.1765	2229	73	76	67	69	63	69	91	68	73	75	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	65.0	0.0	70.0	63.0	66.0	0.0	0.0	0.0	0.0	73.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Gòtic	False	True	True
299	Acta Mimic	1	84	0	0	0	41.375427	2.17296	2534	74	80	74	73	74	80	80	74	84	74	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	76.0	0.0	76.0	62.0	78.0	0.0	0.0	0.0	0.0	74.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True
300	Silken Concordia	1	115	0	0	0	41.374699	2.1607	2961	79	85	79	81	78	82	83	80	84	79	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	84.0	85.0	82.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Poble-sec	False	True	False
301	Hotel Vincci Maritimo	1	94	0	0	0	41.408325	2.211943	4501	74	87	85	79	74	84	78	83	83	80	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	80.0	0.0	84.0	83.0	84.0	0.0	0.0	0.0	0.0	63.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Diagonal Mar i el Front Marítim del Poblenou	False	False	False
302	California Hotel	1	74	0	0	1	41.380959	2.17532	1284	74	86	78	76	75	0	93	78	86	84	0	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	383.0	0.0	0.0	57.0	0.0	654.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	83.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Gòtic	False	True	True
303	Hotel Continental Palacete	1	119	0	0	0	41.389698	2.16552	892	71	82	75	75	74	75	91	72	87	77	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	383.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	78.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
304	Eric Vökel Gran Via Suites	1	125	0	0	0	41.37886	2.154694	1586	0	91	89	86	77	85	90	91	90	87	1	0	0	0	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	92.0	93.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	la Nova Esquerra de l'Eixample	False	True	True
305	Hotel Lleó	1	111	0	0	1	41.385601	2.1664	3187	77	85	80	80	77	80	94	78	84	80	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	76.0	0.0	78.0	83.0	84.0	0.0	0.0	0.0	0.0	76.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Dreta de l'Eixample	True	False	True
306	AinB Eixample Sagrada Familia	1	105	0	0	0	41.396053	2.180504	759	0	80	80	77	71	78	82	81	75	78	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	el Fort Pienc	False	True	True
307	NH Barcelona Eixample	1	100	1	0	0	41.385876	2.154093	1657	79	84	77	77	79	81	80	76	83	77	0	0	1	1	0	1	0	0	0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	73.0	0.0	82.0	82.0	80.0	0.0	0.0	0.0	0.0	72.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True
308	Val Apartments	1	208	0	0	0	41.39365	2.164723	350	0	80	81	80	0	78	90	80	83	79	1	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	87.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	la Sagrada Família	True	False	True
309	Amra Barcelona Caspe	1	101	0	0	0	41.389755	2.171437	742	0	87	81	78	0	0	93	82	86	82	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	la Dreta de l'Eixample	True	False	True
310	Catalonia Portal de l'Àngel	1	160	0	0	0	41.385605	2.172929	558	79	89	87	84	80	84	96	80	87	81	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	86.0	88.0	86.0	0.0	0.0	0.0	0.0	79.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Gòtic	True	False	True
311	Mercer House Boria Bcn	1	197	0	0	0	41.384701	2.1789	965	0	86	81	81	77	80	88	84	86	80	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	88.0	90.0	88.0	0.0	0.0	0.0	0.0	90.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	Santa Caterina	False	True	False
312	Casp74	1	225	0	0	0	41.392548	2.175255	1589	0	92	90	89	0	87	90	86	90	86	1	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	92.0	0.0	92.0	0.0	0.0	0.0	0.0	88.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	la Dreta de l'Eixample	True	False	True
313	Majestic Hotel & Spa Barcelona	1	269	0	0	0	41.393517	2.163981	4070	77	93	90	86	82	90	95	87	91	81	0	0	1	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	88.0	94.0	0.0	82.0	0.0	0.0	91.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
314	EuroHotel Diagonal Port	1	159	1	0	0	41.4007	2.2089	1568	78	76	72	69	70	74	78	72	79	70	1	0	0	0	0	1	0	0	0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	76.0	67.0	70.0	84.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Diagonal Mar i el Front Marítim del Poblenou	False	False	False
315	The Mirror Barcelona	1	173	1	0	0	41.393063	2.15449	2272	80	86	89	83	71	88	86	84	88	81	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	88.0	57.0	90.0	0.0	91.0	0.0	0.0	90.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True
316	Room Mate Pau	1	169	0	0	0	41.387684	2.171928	1060	72	93	89	84	77	88	97	86	92	84	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	92.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
317	Abapart Independència	1	89	0	0	0	41.40799	2.182953	939	0	83	85	78	76	81	83	85	73	81	1	0	0	1	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	72.0	0.0	80.0	78.0	76.0	0.0	0.0	0.0	0.0	79.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	el Camp de l'Arpa del Clot	False	True	False
